
name,price,pulish,commit
包邮 从零开始学,52.60,旷氏文豪图书专营店,0
极客项目编程,48.30,旷氏文豪图书专营店,0
包邮 零基础入门学习,34.70,旷氏文豪图书专营店,0
网络编程(Linux),23.60,旷氏文豪图书专营店,0
学习手册：第4版(涵盖,107.10,巧艺图书专营店,0
金融实战 ,58.40,润知天下图书专营店,0
 3学习笔记 上卷 ,63.80,润知天下图书专营店,1
数据结构 ,48.30,巧艺图书专营店,0
网络爬虫从入门到实践,44.10,巧艺图书专营店,0
 3.6零基础入门与实战,43.66,泰州新华书店图书专营店,0
高教版,30.66,泰州新华书店图书专营店,0
（正版） ,84.20,竹云风图书专营店,0
程序设计案例课堂  零基础、入门级的讲解，超多、实用、专业的范例和项目,51.06,泰州新华书店图书专营店,0
 3.0科学计算指南,50.37,泰州新华书店图书专营店,0
数据分析实战,43.07,泰州新华书店图书专营店,0
数据挖掘入门与实践,43.07,泰州新华书店图书专营店,1
语言在Abaqus中的应用(含光盘),36.00,泰州新华书店图书专营店,0
（正版） 21天学通,50.80,竹云风图书专营店,0
正版包邮 ,67.40,文舟图书专营店,0
正版 ,37.40,文舟图书专营店,4
现货 机器人,53.00,经纶风图书专营店,0
自然语言处理  Steven Bird,56.10,北京群洲文化专营店,0
核心编程(第二版)(,56.10,北京群洲文化专营店,0
程序设计教程 ,47.20,江西赣江图书专营店,0
机器学习-第2版-(影印版),87.20,中关村图书大厦旗舰店,0
编程：从入门到实践 （美）马瑟斯 人民邮电出版社 9787115428028,66.50,深圳中法图旗舰店,0
大战机器学习-数据科学家的第一个小目标,58.70,中关村图书大厦旗舰店,0
从零开始学,58.70,中关村图书大厦旗舰店,0
包邮 ,55.20,互动创新图书专营店,0
区域包邮 趣学,96.60,旷氏文豪图书专营店,3
包邮 ,39.20,互动创新图书专营店,0
包邮 ,46.80,旷氏文豪图书专营店,0
高性能编程 ,59.00,旷氏文豪图书专营店,1
数据可视化,50.40,旷氏文豪图书专营店,1
+Spark 2.0+Hadoop机器学习与大数据实战,76.50,品阅轩图书专营店,0
数据挖掘入门与实践,48.80,品阅轩图书专营店,3
Selenium 2自动化测试实战 基于,33.60,九月盛世图书专营店,0
游戏编程入门+C++游戏编程入门+游戏编程入门 全3册 游戏编程入门书籍,125.20,润知天下图书专营店,0
包邮 玩转,169.80,旷氏文豪图书专营店,0
现货 零起点,47.00,金麦田图书专营店,1
正版 ,78.21,北方文艺出版社图书旗舰店,0
面向ArcGIS的,41.80,品阅轩图书专营店,0
自学,62.00,北京华夏学林图书专营店,0
程序设计导论：,125.10,巧艺图书专营店,0
自学,39.00,北京华夏学林图书专营店,0
零起点,77.00,润知天下图书专营店,0
基础教程 ,64.80,润知天下图书专营店,0
数据挖掘入门与实践 ,43.60,润知天下图书专营店,0
数据可视化,48.30,巧艺图书专营店,0
OpenCV 3计算机视觉：,44.10,巧艺图书专营店,0
包邮 玩转,129.00,旷氏文豪图书专营店,0
Web API的设计与开发+Web接口开发与自动化测试 基于,78.50,旷氏文豪图书专营店,7
包邮 ,48.30,互动创新图书专营店,0
包邮 从零开始学,55.30,互动创新图书专营店,0
包邮 ,55.20,互动创新图书专营店,0
编程-从入门到实践＋,96.60,旷氏文豪图书专营店,0
编程基础-大数据人才培养规划教材,35.80,亚运村图书大厦专营店,0
编程(第四版),150.50,天泰尚图书专营店,0
青少年学,79.00,一键团图书专营店,0
编程从入门到精通 零基础学编程基础教程核心编程图书 网络编程web开发大数据,79.00,一键团图书专营店,0
测试驱动开发(影印版),69.40,天泰尚图书专营店,0
清华  ,85.10,晓月草堂图书专营店,0
物理学高效计算,78.21,北方文艺出版社图书旗舰店,0
计算机视觉编程,54.51,北方文艺出版社图书旗舰店,0
青少年学,62.41,北方文艺出版社图书旗舰店,0
文本分析（数据科学与工程技术丛书）Intel**科学家撰写，全面系统阐释Py,71.10,金麦田图书专营店,0
编程导论——以,62.80,亚运村图书大厦专营店,0
Flask Web开发 基于,69.00,一键团图书专营店,0
2K 9787111576402 ,61.60,京文联发专营店,0
Selenium 2自动化测试实战-基于,41.89,灌南新华图书专营店,0
数据科学实战手册(R+,41.89,灌南新华图书专营店,0
跟老齐学,46.00,润知天下图书专营店,0
 3.6零基础入门与实战 网络爬虫开发教程书籍 Scrapy数据分析处理方法gerapy,44.20,润知天下图书专营店,0
[正版二手] ,24.00,诗书雅韵图书专营店,0
（正版） Web接口开发与自动化测试——基于,50.20,竹云风图书专营店,0
（正版） ,34.20,竹云风图书专营店,0
官方正版 ,75.00,万品图书专营店,0
机器学*,54.50,北京爱读者图书专营店,0
玩转,38.20,学源图书专营店,0
机器学习入门(影印版),69.40,天泰尚图书专营店,0
区域包邮JG 软件架构 ,69.20,京文联发专营店,0
包邮 ,58.90,旷氏文豪图书专营店,0
数据科学手册 图灵程序设计丛书,82.60,旷氏文豪图书专营店,10+
 网络爬虫实战+,88.50,旷氏文豪图书专营店,0
测试驱动开发 使用Django Selenium和JavaScript进行Web编程2版,88.00,旷氏文豪图书专营店,0
包邮 ,74.30,旷氏文豪图书专营店,2
网络爬虫从入门到实践 ,39.80,旷氏文豪图书专营店,0
数据科学导论：,35.80,旷氏文豪图书专营店,0
零起点,73.26,蛋蛋图书专营店,0
贝叶斯思维-统计建模的,34.79,灌南新华图书专营店,0
语言程序设计,29.64,灌南新华图书专营店,0
 3面向对象编程-第2版-(影印版),70.40,中关村图书大厦图书音像专营店,0
机器学习-(影印版),69.60,中关村图书大厦图书音像专营店,0
高性能-(第2版),50.20,中关村图书大厦图书音像专营店,0
程序设计案例课堂,55.89,阜宁新华书店图书专营店,0
网络爬虫从入门到实践,41.70,中关村图书大厦图书音像专营店,0
机器学习,67.20,中关村图书大厦图书音像专营店,0
爬虫开发与项目实战,67.20,中关村图书大厦图书音像专营店,0
 3.7从零开始学,67.20,中关村图书大厦图书音像专营店,0
精通,58.70,中关村图书大厦图书音像专营店,0
从零开始学,58.70,中关村图书大厦图书音像专营店,0
程序设计基础（第2版）,41.70,中关村图书大厦图书音像专营店,0
语言程序设计,33.15,阜宁新华书店图书专营店,0
正版 ,53.80,文舟图书专营店,4
应用开发实战 萨斯叶 ,57.70,学源图书专营店,0
数据结构(,50.40,学源图书专营店,0
自然语言处理,63.19,灌南新华图书专营店,0
机器学习经典实例,41.89,灌南新华图书专营店,0
软件架构-,67.20,中关村图书大厦图书音像专营店,0
从零开始学,50.20,中关村图书大厦图书音像专营店,0
miro:bit魔法修炼之M,46.80,中关村图书大厦图书音像专营店,0
算法教程,55.20,阜宁新华书店图书专营店,0
机器学习-预测分析核心算法,55.20,阜宁新华书店图书专营店,0
学习从入门到实践,40.80,中关村图书大厦图书音像专营店,0
网络爬虫实例教程 视频讲解版 大学教材,49.80,一键团图书专营店,0
核心编程(第3版),79.20,灌南新华图书专营店,0
 3程序开发指南(第2版)(修订版),48.99,灌南新华图书专营店,0
Selenium 2自动化测试实战-基于,59.00,连云港新华书店图书专营店,0
零基础入门学习,49.50,连云港新华书店图书专营店,0
机器学习实践指南,58.70,中关村图书大厦图书音像专营店,0
大学教程,58.70,中关村图书大厦图书音像专营店,0
程序员面试算法宝典,55.30,中关村图书大厦图书音像专营店,0
包邮 ,53.80,旷氏文豪图书专营店,0
程序设计第一课 青少年人工智能课堂 ,29.60,旷氏文豪图书专营店,0
 Cookbook（第3版）中文版,92.00,品阅轩图书专营店,0
正版现货 ,72.30,蛋蛋图书专营店,0
正版现货 图解数据结构--使用,58.50,蛋蛋图书专营店,0
语言及其应用,68.00,品阅轩图书专营店,0
编程快速上手让繁琐工作自动化+,139.10,润知天下图书专营店,0
游戏编程入门,42.00,品阅轩图书专营店,0
NLTK基础教程 用NLTK和,41.60,品阅轩图书专营店,0
精通,38.50,品阅轩图书专营店,0
+Spark 2 0+Hadoop机器学*与*数据实战,94.10,巧艺图书专营店,0
贝叶斯思维 统计建模的,36.20,润知天下图书专营店,0
毫无障碍学,52.20,巧艺图书专营店,0
程序设计教程,33.80,中关村图书大厦图书音像专营店,0
Selenium 2自动化测试实战-基于,41.89,淮安区新华书店图书专营店,0
数据处理,79.20,大丰新华书店专营店,0
Selenium 2自动化测试实战-基于,47.20,大丰新华书店专营店,0
数据分析实战,47.20,大丰新华书店专营店,0
Head First ,89.60,北京爱读者图书专营店,0
自学,61.62,火把图书专营店,0
利用,70.29,淮安区新华书店图书专营店,0
程序设计案例课堂,49.68,淮安区新华书店图书专营店,0
机器学习-预测分析核心算法,48.99,淮安区新华书店图书专营店,0
程序设计案例课堂,55.89,句容新华书店图书专营店,0
数据结构(,55.20,大丰新华书店专营店,0
从零开始学,47.20,大丰新华书店专营店,0
 3爬虫、数据清洗与可视化实战,34.30,北京爱读者图书专营店,0
Effective ,41.30,北京爱读者图书专营店,0
趣学,36.70,典则俊雅图书专营店,0
数据分析实战,47.20,阜宁新华书店图书专营店,0
语言在Abaqus中的应用(含光盘),38.40,阜宁新华书店图书专营店,0
自然语言处理,63.19,淮安区新华书店图书专营店,0
 3程序开发指南(第2版)(修订版),48.99,淮安区新华书店图书专营店,0
OpenCV 3计算机视觉-,34.79,淮安区新华书店图书专营店,0
Selenium 2自动化测试实战-基于,47.20,句容新华书店图书专营店,2
自然语言处理,71.20,大丰新华书店专营店,0
正版 趣学,36.00,重庆中法图书业有限公司旗舰店,0
自动化运维：技术与zuijia实践 计算机与互联网 书籍|3804188,48.30,互动出版网图书专营店,10+
Micro,50.20,中关村图书大厦图书音像专营店,0
算法与程序设计基础(第2版),41.70,中关村图书大厦图书音像专营店,0
程序设计教程,28.90,中关村图书大厦图书音像专营店,0
学习从入门到实践,38.88,阜宁新华书店图书专营店,0
趣学,36.00,阜宁新华书店图书专营店,0
量化交易之路-用,66.75,句容新华书店图书专营店,0
物理学高效计算,79.20,大丰新华书店专营店,0
数据科学实战手册(R+,47.20,大丰新华书店专营店,0
编程(第四版),138.60,巧艺图书专营店,0
Raspberry Pi机器人制作实例:用,33.40,文舟图书专营店,2
即学即用 9787111539896 机械工业出版社 张燕妮,40.00,北京华夏学林图书专营店,0
零起点,89.10,巧艺图书专营店,0
网络编程 第3版 ,58.40,润知天下图书专营店,5
 3 5从零开始学,53.10,巧艺图书专营店,0
高手之路 第3版,49.50,巧艺图书专营店,0
自学,51.40,巧艺图书专营店,0
编程快速上手 让繁琐工作自动化,48.30,巧艺图书专营店,0
数据可视化之matplotlib实践 数据分析从入门到实战系列 ,47.20,润知天下图书专营店,0
编程基础,31.50,巧艺图书专营店,0
计算机视觉编程,50.37,泰州新华书店图书专营店,0
玩转,38.22,泰州新华书店图书专营店,0
（正版） ,58.70,竹云风图书专营店,0
（正版） 利用,57.90,竹云风图书专营店,0
数据抓取技术与实战/ 潘庆和著,40.20,典则俊雅图书专营店,0
语言及其应用(高等职业教育大数据技术与应用系列规划教材),29.64,木垛图书旗舰店,0
零基础学,58.70,中关村图书大厦旗舰店,0
正版 ,79.20,深圳中法图旗舰店,0
正版 ,55.20,重庆中法图书业有限公司旗舰店,0
流畅的,100.28,火把图书专营店,1
网络爬虫从入门到实践,37.24,博睿图书,0
机器学习实践指南,53.13,博睿图书,0
程序设计入门,33.20,中关村图书大厦图书音像专营店,0
机器学习基础教程,67.20,中关村图书大厦旗舰店,0
深度学习-基于,42.30,中关村图书大厦旗舰店,0
从零开始学,53.10,英典图书专营店,0
FLASKVEB开发：基于,55.20,深圳中法图旗舰店,0
正版 ,79.20,重庆中法图书业有限公司旗舰店,0
与量化投资(从基础到实战),71.28,火把图书专营店,0
数据可视化/数据分析与决策技术丛书,54.51,火把图书专营店,0
数字信号处理应用,35.10,火把图书专营店,0
用,36.00,大丰新华书店专营店,0
包邮 ,34.30,互动创新图书专营店,0
科学计算(第2版)（附光盘）,89.80,江西赣江图书专营店,0
编程入门(第3版)/图灵程序设计丛书,28.47,火把图书专营店,1
物联网,42.80,北京群洲文化专营店,0
机器学习基础教程,67.20,中关村图书大厦图书音像专营店,0
Selenium 2自动化测试实战基于,50.20,中关村图书大厦旗舰店,40+
正版 ,79.20,中国法律图书西安旗舰店,0
物理建模初学者指南 ,43.60,润知天下图书专营店,0
机器学习 ,44.20,润知天下图书专营店,3
面向ArcGIS的,36.20,润知天下图书专营店,0
程序设计基础与应用,38.22,泰州新华书店图书专营店,0
自动化平台测试开发,139.80,荣丰通达图书专营店,0
父与子的编程之旅-与小卡特一起学,50.37,泰州新华书店图书专营店,1
机器学习经典实例,43.07,泰州新华书店图书专营店,0
数据分析,43.07,泰州新华书店图书专营店,0
正版图书 PyQt5快速开发与实战 PyQt5教程书 qt基础知识 ,73.00,万品图书专营店,0
学习手册(第4版),97.60,火把图书专营店,0
Head First ,89.69,火把图书专营店,0
文本分析/数据科学与工程技术丛书,61.62,火把图书专营店,0
贝叶斯思维 统计建模的,34.30,英典图书专营店,0
 3学习笔记（上卷） 计算机与互联网 书籍|7282880,71.20,互动出版网图书专营店,0
数据挖掘：概念、方法与实践 计算机与互联网 书籍|5738046,41.30,互动出版网图书专营店,0
数据科学导论：,41.30,互动出版网图书专营店,0
 3爬虫 数据清洗与可视化实战+,163.80,旷氏文豪图书专营店,0
正版 ,79.20,重庆中法图书业有限公司旗舰店,0
基于,53.75,火把图书专营店,0
编程(从入门到实践)/图灵程序设计丛书,73.00,火把图书专营店,0
